,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0,TimeOut,Controllers,Switches,Hosts,Links,SwitchesPerController_C1,SwitchesPerController_C2,SwitchesPerController_C3,SwitchesPerController_C4,SwitchesPerController_C5,SwitchesPerControllerNormalized_C1,SwitchesPerControllerNormalized_C2,SwitchesPerControllerNormalized_C3,SwitchesPerControllerNormalized_C4,SwitchesPerControllerNormalized_C5,Mean_SwitchesPerController,SD_SwitchesPerController,Var_SwitchesPerController,Skew_SwitchesPerController,Kurt_SwitchesPerController,Min_SwitchesPerController,Max_SwitchesPerController,Median_SwitchesPerController,VarCoeff_SwitchesPerController,Mode_SwitchesPerController,Mean_SwitchesPerControllerNormalized,SD_SwitchesPerControllerNormalized,Var_SwitchesPerControllerNormalized,Skew_SwitchesPerControllerNormalized,Kurt_SwitchesPerControllerNormalized,Min_SwitchesPerControllerNormalized,Max_SwitchesPerControllerNormalized,Median_SwitchesPerControllerNormalized,VarCoeff_SwitchesPerControllerNormalized,Mode_SwitchesPerControllerNormalized,SwitchMappingEntropy,SwitchMappingEntropyNormalized,Mean_C2SL,SD_C2SL,Var_C2SL,Skew_C2SL,Max_C2SL,Median_C2SL,VarCoeff_C2SL,Mode_C2SL,SD_C2CL,Kurt_C2CL,Min_C2CL,VarCoeff_C2CL,Mean_NodeEccentricity,Median_NodeEccentricity,Mode_NodeEccentricity,Var_NodeEccentricity_weighted,Mean_DegreeCentrality,Min_DegreeCentrality,Median_DegreeCentrality,Mean_Betweenness,SD_Betweenness,Var_Betweenness,Max_Betweenness,Mean_Betweenness_weighted,SD_Betweenness_weighted,Var_Betweenness_weighted,Max_Betweenness_weighted,Mean_Closeness,SD_Closeness,Var_Closeness,Min_Closeness,Max_Closeness,Median_Closeness,Mode_Closeness,Mean_ClosenessCentrality,SD_ClosenessCentrality,Var_ClosenessCentrality,Min_ClosenessCentrality,Max_ClosenessCentrality,Median_ClosenessCentrality,Mode_ClosenessCentrality,Mean_Farness,SD_Farness,Var_Farness,Min_Farness,Max_Farness,Median_Farness,Mode_Farness,Mean_FarnessCentrality,Min_FarnessCentrality,Max_FarnessCentrality,Median_FarnessCentrality,Var_Farness_weighted,Mean_HopCount,Median_HopCount,RichClubCoefficient25,RichClubCoefficient50,RichClubCoefficient75,RichClubCoefficient100
