,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0,TimeOut,Controllers,Switches,Hosts,Links,SwitchesPerController_C4,SwitchesPerController_C5,SwitchesPerControllerNormalized_C2,SwitchesPerControllerNormalized_C4,SwitchesPerControllerNormalized_C5,Mean_SwitchesPerController,Skew_SwitchesPerController,Kurt_SwitchesPerController,Min_SwitchesPerController,Median_SwitchesPerController,VarCoeff_SwitchesPerController,Mode_SwitchesPerController,Mean_SwitchesPerControllerNormalized,Var_SwitchesPerControllerNormalized,Skew_SwitchesPerControllerNormalized,Kurt_SwitchesPerControllerNormalized,Min_SwitchesPerControllerNormalized,Max_SwitchesPerControllerNormalized,Median_SwitchesPerControllerNormalized,VarCoeff_SwitchesPerControllerNormalized,Mode_SwitchesPerControllerNormalized,SwitchMappingEntropy,Mean_E2EL,SD_E2EL,Min_E2EL,Max_E2EL,Median_E2EL,Mode_E2EL,Mean_C2SL,SD_C2SL,Max_C2SL,Median_C2SL,Mean_C2CL,Kurt_C2CL,Min_C2CL,Max_C2CL,Median_C2CL,VarCoeff_C2CL,Mode_C2CL,Mean_NodeEccentricity_weighted,Mean_DegreeCentrality,Min_DegreeCentrality,Median_DegreeCentrality,Mode_DegreeCentrality,Mean_Betweenness,SD_Betweenness,Var_Betweenness,Max_Betweenness,Mean_BetweennessCentrality,Median_BetweennessCentrality,Mean_Betweenness_weighted,SD_Betweenness_weighted,Var_Betweenness_weighted,Max_Betweenness_weighted,Mean_BetweennessCentrality_weighted,Mean_Closeness,SD_Closeness,Var_Closeness,Min_Closeness,Max_Closeness,Median_Closeness,Mode_Closeness,Mean_ClosenessCentrality_weighted,SD_ClosenessCentrality_weighted,Min_ClosenessCentrality_weighted,Max_ClosenessCentrality_weighted,Median_ClosenessCentrality_weighted,Mode_ClosenessCentrality_weighted,Mean_Farness,SD_Farness,Min_Farness,Max_Farness,Median_Farness,Mode_Farness,Mean_FarnessCentrality_weighted,SD_FarnessCentrality_weighted,Min_FarnessCentrality_weighted,Max_FarnessCentrality_weighted,Median_FarnessCentrality_weighted,Mode_FarnessCentrality_weighted,Min_NodeExpansion25,RichClubCoefficient50,RichClubCoefficient75,RichClubCoefficient100,Mean_S2SL,SD_S2SL,Var_S2SL,Min_S2SL,Max_S2SL,Median_S2SL,Mode_S2SL
