,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,7146.945213748191,4640.550634717317,29432.644575836497,29432.644575836497,20775.652835608784,3239.5975090989446,1944.8155274004134,2275.9271512363703,1240.2938856458404,1369.0257726037316,4283.296625774205,1350.0588623035815,1586.4675140692311,1369.025772603731,1222.3383630536669,3136.3396536885843,2351.1826080044225,1770.1847475915324,4513.29073035664,1228.4204901675666,2548.807985321611,1552.1127909038232,1621.3154980121737,1392.004504725865,3873.1346577602717,1167.9484957945897,2081.0595669263553,1164.333569628986,1909.5863402340592,2204.450735854266,1560.2983724598098,2081.665092191467,1927.4762214977407,2401.388183527961,1909.5749996701713,3079.14857185102,2594.6078736908285,2206.1577132519983,2335.8317605255734,2159.5768887147183,1909.5863402340592,2401.388183527961,2204.450735854266,1560.2983724598123,2594.6078736908285,2206.1577132519983,2435.802682198706,6012.271296560332,2585.867255132556,2627.093131323358,1181.7323888854567,2628.816272880112,1845.2310318218124,7640.742671871535,2333.110146457123,2931.456748630527,1199.7699449961694,1543.1406568039008,3635.954003570145,1763.7504408946331,1825.1468678752426,1199.7702059796832,2710.6285505789383,9476.74638402285,4920.719043087823,5257.99759301541,3341.9969076002435,3359.26974937372,1782.5829085466307,2009.10194367988,2590.044048999522,2590.044048999522,2492.2900950755065,2214.641820603116,12185.48461767348,13594.771408949413,12336.785753343192,1617.8748609891604,9662.023574134959,11896.407760035663,11500.947428584162,12076.043752235097,2027.7955546442943,3375.4125582344464,3571.989677814276,1617.8932457598103,1604.703499475083,2702.7898568642954,2016.3976478446284,1608.3491723477628,10847.69338080577,4313.990659247831,3960.9568364071088,12249.497867613141,8483.034862772076,10744.56799938947,6437.936138563729,2173.1644230174343,3082.9514333293896,1597.8177322608265,2310.5493060594176,1268.5952952685623,2401.388183527961,1909.5749996701713,3079.1485718510207,2594.6078736908285,2206.1577132519983,2335.8317605255734,2159.5768887147183,1541.3746183913029,1278.5243579529917,2173.1620536132627,1456.8762301616391,1638.3916557268822,1560.2983724598255,2092.2621813684596,1554.7864105358963,1987.2525093989227,1879.331334467558,1475.4875310155164,1880.1776669491157,1854.3686384877603,1164.9667305849562,1190.345649471929,2164.7412140205906,1452.0919545955896,2857.7197943909214,6430.085625572665
