,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
0,938.4045327846085,12917.921752986964,6833.189396493192,6833.189396493192,5403.590845242154,3438.2449933256216,3455.6544893689575,599.2468859960061,3630.772519674451,4316.557670822365,1947.4861855044126,1922.7592624284187,977.8411101722108,3915.1624321868953,4569.241787309492,25766.961615988366,67296.54270844442,60586.36117110803,3338.2254755483477,196624.31049599673,6367.770030446398,4174.8424162805695,22309.934444608043,13221.916490937703,33016.49199888736,28957.733728273917,3338.2254755483477,49465.17923485485,3303.5909922250357,4174.842416280579,13351.275666081712,36799.412726497554,18530.03887247034,1088.7313528486723,4660.469938292344,748.1097616813007,261.6382068521372,1470.3328118238394,453.93133727710165,8426.82939359534,820.0186561515367,7950.03604929174,816.9911041398801,569.2866488362197,611.4934096814115,1054.1225698402673,803.8309695992932,272.4583116322122,926.1325276774118,540.7227147994494,2640.5041638506937,272.45788204840767,1779.1994033155238,1398.077640150204,540.7221553515419,936.1248741194371,354.0203755931996,320.2749330542142,1093.5562954687664,803.5651922275418,423.51512271046886,349.8629438273693,756.7103881401428,1682.8326589570295,451.5809214340575,263.85597763686536,2742.92421624464,423.5150398094304,349.86321307877023,954.0181816214922,1340.1122233478084,451.58052153834564,510.37544282714515,488.20161632238063,2664.888993444087,1997.2656915088414,838.8523538518532,503.7630717113408,744.2655816583931,3650.4179715478294,836.4061668972481,561.0230082897183,2719.9395675850783,838.8525683361008,503.76333981097235,777.5379052630436,836.4054681412154,875.1940625319178,1040.0755751804497,776.930749762099,724.5401580437144,413.14641038090434,1075.294389696655,636.716793364678,951.305521169862,1334.039954928584,413.1450797404954,495.9928558855125,582.6268547851627,277.23923138445315,253.74646642996007,528.85584252391,532.5448707843633,946.0678768039422,599.659425651766,1006.1836021088774,1122.0574888955402,916.8234768721057,628.9130784242373,1043.4388064049988,1060.8177841420413,946.0677379447291,1137.1087075632172,825.7716120402392,385.2538767498207,234.29867815268258,349.5980066646452,642.8740774014528,767.0144282900922,796.9318141443493,355.09242874510227,349.59392057090383,569.2866488362197,569.2868144299107,236.33123365747247,389.4066071288016,575.3675088450369,373.7798506060849,1302.2340798413913,298.9524809955995,334.2219302627702,1212.2031822006454,260.2942077829667,446.96253139048537,420.41181775834445,380.9958325938236,391.6071326485125,371.8399587910211,435.2140094833728,302.210328171151,446.9625313904849,300.8704977532249,243.61055431662044,484.2115946108881,2760.4105400291824,228.9479689528483,259.68249487682857,1012.5398223568378,396.0953280045743,361.77785273734736,398.10576573644346,426.02344954831074,307.6120790790586,248.88245400503496,303.7485593374066,300.8704977532249,248.88245400503496,593.6029826599232,1615.154335675084,2779.8806038882553
