,0,1,2,3,4,5,6,7,8,9
0,6628.978490659368,6354.215031609121,7483.394863961042,2919.059701882149,3888.2347012863534,1953.3976776905918,,,,
1,6322.047256073558,5994.31814365819,8438.438201855746,1792.819650974289,2546.3217477295225,2317.9089314766065,,,,
2,7263.487993647404,6513.035925272362,6715.514870934588,1412.7959624458701,3323.7039071556455,806.3276442097027,1118.9266917454454,1227.7972028773722,3136.6648015962446,2710.3750855142166
3,7512.024138771711,5491.790737383575,7891.264938242148,2402.4621249309316,4938.822279696236,,,,,
4,6487.4362964586235,5462.3394254331015,8875.63099511329,3131.600039245041,2398.552987016183,6073.760494796917,,,,
