,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,TimeOut,Controllers,Switches,SwitchesPerController_C2,SD_SwitchesPerController,SwitchMappingEntropy,VarCoeff_E2EL,Mean_DegreeCentrality,Min_DegreeCentrality,Mode_DegreeCentrality,Mean_Betweenness,SD_Betweenness,SD_BetweennessCentrality,Mean_Closeness,SD_Closeness,Mean_Closeness_weighted,,,,,,
1,TimeOut,Controllers,Switches,SwitchesPerController_C1,SD_SwitchesPerController,Min_SwitchesPerController,Max_SwitchesPerController,SwitchMappingEntropy,VarCoeff_E2EL,Skew_Degree,Median_Degree,Mean_DegreeCentrality,Mean_Betweenness,SD_BetweennessCentrality,Mean_Closeness,SD_Closeness,Mean_Closeness_weighted,SD_Farness,Kurt_HopCount,Skew_LocalClusteringCoefficient,Min_LocalClusteringCoefficient,Mean_NodeExpansion25
2,TimeOut,Controllers,Switches,SwitchesPerController_C2,SD_SwitchesPerController,Max_SwitchesPerController,Kurt_E2EL,Skew_Degree,Mean_DegreeCentrality,Min_DegreeCentrality,SD_Betweenness,Skew_Betweenness,SD_BetweennessCentrality,Mean_Closeness,SD_Closeness,Max_Closeness,,,,,,
3,TimeOut,Controllers,Switches,Links,SwitchesPerController_C1,SD_SwitchesPerController,Min_SwitchesPerController,SwitchMappingEntropy,VarCoeff_NodeEccentricity,Skew_Degree,Mean_DegreeCentrality,Mean_Betweenness,SD_Betweenness,Skew_Betweenness,SD_BetweennessCentrality,Mean_Closeness,Mean_Closeness_weighted,SD_Farness,Skew_S2SL,,,
4,TimeOut,Controllers,Switches,SwitchesPerController_C2,SD_SwitchesPerController,VarCoeff_E2EL,Skew_Degree,Median_Degree,Mean_DegreeCentrality,Min_DegreeCentrality,Mean_Betweenness,SD_Betweenness,Mean_Closeness,SD_Closeness,Mean_Farness,Skew_LocalClusteringCoefficient,,,,,,
