,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164
0,27269.263097123796,2898.860452571719,2898.860452571719,1635.7307840613068,905.3854731523113,817.9771528153992,845.70299570733,535.4584881107277,397.73263854809653,2747.096900505576,1153.7652325756724,2508.0353380594083,1761.1513804702863,1864.5694646339869,535.4584881107274,397.7326385480963,1878.0799708692707,799.3068443198313,491.8968641516998,2508.035338059412,2570.7596666636214,393.01344318652906,522.5313485314405,1151.2190081157387,528.0359916469346,625.2783726002001,412.86331231254115,732.0784478628183,683.2279006458539,523.7340879320847,776.0550422118991,523.7340879320847,2368.323607263041,1396.9816010604359,1500.5629417030877,2216.020818655517,2109.6338181022943,2425.8966518980346,2435.65752676487,706.8244361869324,546.5403617470213,887.2971910827041,514.6469771118021,714.1869478246402,553.4410939916637,503.6012158538691,2368.323607263041,706.8244361869324,2216.020818655517,2109.6338181022943,887.2971910827041,514.6469771118021,689.0676073746545,784.0866095050843,619.8478395534808,589.6600670886238,702.193947563865,455.1404496838373,675.41927530195,1309.2313472439337,1435.1971237573412,1382.6958065761144,619.8494807030555,589.6613068770245,1462.997710421391,675.4196316713857,1147.1818078008814,3675.6282737467172,909.0277542359311,1251.042364568858,1150.6157762289681,1103.1967222056028,1823.2450842151786,670.5039171903402,586.5233802210292,1150.6161256641108,1103.196590814155,532.8897931964345,479.3630128817371,670.5040817984133,3755.734940578433,1252.410300275862,1573.1108991116478,1085.880735714425,1073.6877645645804,399.68292300873117,1629.1912673294257,736.0485230995091,531.3215214724964,1085.8811227209874,1073.687640816657,700.6103507219137,700.6103507219137,736.048692253907,743.842443391372,893.597574336738,3561.555118146089,2960.488301127536,2650.9352848863127,502.986393751834,994.727710361422,2988.4276706457526,3529.5418754483453,3457.7525751773974,3085.695150430483,2349.7775908398726,1758.3229525072272,1783.808928085662,502.98914656290964,994.7289771691275,1770.0049180343265,2471.394715194685,2314.92686805814,1739.8216678755325,903.9874513060306,903.9878035034266,3934.5505685705416,2322.661795064921,2374.6827256617566,4302.358103269771,3273.3812480913257,3923.9135550360493,3150.7882792300597,2569.1618115374026,1128.5680448829594,1227.8212274245154,3008.076423416122,1891.6188278514478,2630.9442893577893,1884.0767965716068,706.8244361869324,546.5403617470213,887.2971910827041,514.6469771118021,714.1869478246402,553.4410939916637,503.6012158538691,393.0133443735757,544.8217090011706,403.38323147842755,553.4410240996399,2569.1609317054467,2297.6925823497904,2415.073801013176,545.5707099087637,2109.6338181022943,2302.6979876983432,1672.6609803833906,492.2946696056961,477.2454638601236,465.9611943720146,565.2399444154127,966.5846520908336,542.8690670938606,586.2748487015677,558.3884996985103,656.455454882294,405.13074090608035,395.7985908200636,393.3620368846432,439.5930361763548,656.455454882294,888.845089591359,800.1778510910831,1360.3570703564437
