,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
0,8139.143556802937,22209.986252974446,7144.371113844907,7144.371113844907,3945.4720230404105,4912.478127499662,5229.062113495392,1799.8861985689582,4595.77905933622,5514.159615201577,3034.830747731975,3162.70757542405,2418.773150025779,5088.086484513956,5908.975801351681,51037.895151267854,4815.868203359736,6202.56561463001,4307.312173852288,12979.25303315748,9176.399041404327,15669.51769370464,28876.27130840596,1839.05570352505,19593.94293397525,24937.755548724657,2104.9426681998966,2687.8853017801566,4307.312173852287,12979.25303315748,6292.601669699684,6281.86099651515,17498.525600940808,1839.0557035250538,12234.222661733116,13440.086763552024,821.6971746563702,1482.2929881151142,891.6606975172355,1722.7375894360157,1391.4426742016226,847.8528834637985,1245.6574177255695,5629.716621531726,1322.5612248595608,928.8144852307007,13028.326296386127,1949.7293386359156,16063.462436241563,703.6324576716626,12697.543276311517,2203.730625443323,719.2690772966636,1156.3241397730442,826.1043917370652,712.8202307497676,709.1252951097571,894.4783759240331,886.1342353006332,755.759528571311,556.8412477338095,876.694254995803,819.0554088872453,673.5431530814534,750.196972102791,656.215839129108,826.1043917370652,755.759528571311,712.8202307497676,709.1252951097575,819.0554088872453,673.5431530814534,3424.350998451354,449.76567750298875,517.7847844536666,1003.673831889252,519.4524610576731,696.9011844907411,2821.8733892891464,1900.8411563280263,2100.3067775650156,1456.2132190979205,690.1168051233807,2978.140154870026,2815.217450650821,2891.8500953841117,2147.019203272571,572.7797408003926,3844.5725005689214,3157.084277848578,2934.389650485295,3394.922633159787,3307.5845243047515,3695.3538296726388,3996.8634483511787,830.8861678580956,623.6852579846801,679.8630096085845,783.8209593930532,768.2667625196426,845.6157304924875,783.6429191592409,3717.324844803379,2053.2648662680745,1870.1963279179631,3651.5878326541333,3188.6545776474736,3692.672084828259,2472.2791710366596,965.6168095735312,443.2627575978523,455.10512859712105,997.368467022412,820.5940185618512,1016.5313095689735,621.0324401983318,755.759528571311,556.8412477338095,876.694254995803,819.0554088872453,673.5431530814534,750.196972102791,656.215839129108,965.6158102691438,666.3817341024841,770.8113096173189,709.1252951097571,867.2772210188103,672.624667738671,845.7759383593609,1944.7289143002713,3563.419750922155
